GEOID,Total Population,Population 18 to 64,Total Households,Aggregate Income,% Group Quarters,Poverty Rate,% Near Poverty,% No Bachelors,Unemployment Rate,PCA Score,Percentile,Mobility Category
29095013803,5420,3092,1977,211683200,0,3.395860285,3.331177232,69.93752297,8.695652174,-0.219039486,57.22326454,Limited Mobility
29095014111,5018,2739,1994,244146600,0.099641291,8.616283315,5.403431909,59.99223904,0.758483034,-0.801975613,44.27767355,Existing Mobility
29095014205,3422,1981,1320,119373300,5.493863238,10.75268817,4.403481823,68.22600243,0.961025093,-0.558649254,48.40525328,Existing Mobility
29095014127,1636,867,776,50000300,0,11.64936563,10.26528258,70.3379224,0.594530321,0.013072323,62.28893058,Limited Mobility
29095014300,5341,2701,1884,212411200,6.309679835,6.469002695,4.774740085,68.59361519,5.691056911,-0.266298482,55.90994371,Limited Mobility
29095016600,1687,867,704,34451900,1.126259632,19.60784314,9.457900807,90.48877147,5.578800558,1.349803917,86.1163227,Very Limited Mobility
29095006100,2466,1301,1275,86678300,0,21.06072252,3.689469639,76.33779264,11.9828816,1.233206771,83.48968105,Very Limited Mobility
29047021601,4665,3003,1534,188484500,0.064308682,3.33000333,0.432900433,60.15965167,1.477832512,-1.43840944,24.95309568,Existing Mobility
29095014504,4187,2368,1772,133661900,0,31.33445946,4.222972973,81.77317732,2.498611882,0.995138113,79.36210131,Very Limited Mobility
29095012300,3563,1923,1547,129130900,2.582093741,13.8381201,14.98694517,75.50655542,3.524229075,0.96014696,78.79924953,Very Limited Mobility
29095011410,2599,1615,1069,82828600,0.115429011,20.80495356,7.306501548,91.47685525,1.722787784,0.859586669,75.79737336,Very Limited Mobility
29047022301,3328,2151,1388,122621500,3.575721154,12.59879126,4.416550442,62.65306122,1.952662722,-0.492692294,50.09380863,Limited Mobility
29165030213,3281,2063,1640,134291500,2.560195062,7.403799318,5.552849489,51.01925255,9.366540336,-0.197534078,57.59849906,Limited Mobility
29095009000,3859,2256,1468,110650700,0.259134491,6.959219858,5.008865248,80.3030303,13.80952381,0.88061308,76.17260788,Very Limited Mobility
29047021808,4342,2517,1541,346671700,0.069092584,6.3170441,0,43.29023629,3.481143804,-1.518636835,21.57598499,Existing Mobility
29047021101,3961,2560,2036,152370300,0.07573845,14.765625,5.3125,78.41566533,4.143862392,0.29843827,68.10506567,Limited Mobility
29095014400,2951,2072,1295,148586800,0.711623179,15.97490347,4.005791506,57.8778135,8.535954475,0.2016751,65.85365854,Limited Mobility
29095013405,1829,962,816,65539100,1.202843084,25.88357588,4.781704782,65.64885496,13.86768448,1.51888028,88.55534709,Very Limited Mobility
29095013100,2996,1797,1439,97395000,0.367156208,10.86956522,5.574136009,78.0945758,2.139037433,-0.095477576,60.41275797,Limited Mobility
29037060601,4357,2500,1665,193856000,1.652513197,7.546408394,0.121065375,62.60387812,1.076555024,-1.224366082,30.95684803,Existing Mobility
29095012600,5210,2854,2282,185042600,2.418426104,14.68408048,2.400282386,69.42675159,1.26984127,-0.465030635,50.65666041,Limited Mobility
29047022200,4115,2816,1573,141432400,0,7.492897727,8.132102273,83.47629797,6.233538191,0.491078877,70.91932458,Limited Mobility
29095015402,1152,547,511,16460100,4.166666667,66.03053435,9.732824427,55.82089552,1.53256705,2.595189082,96.06003752,Extremely Limited Mobility
29095013504,4458,2776,1739,230409100,0,3.854466859,1.548991354,41.4720141,1.096748923,-1.798594957,14.44652908,Existing Mobility
29165030401,7122,4234,2560,383023400,0.112327998,3.1412376,0.094473311,42.19968799,1.375661376,-1.917533004,12.00750469,Existing Mobility
29095012903,3112,2070,1465,94815000,2.474293059,19.00145419,5.186621425,90.09057006,3.187250996,0.694224913,74.10881801,Limited Mobility
29095014905,5145,3307,1814,306493900,1.593780369,6.090133983,1.096224117,53.37154417,1.196808511,-1.425064492,25.70356473,Existing Mobility
29047021105,3894,2431,1667,162393100,0.359527478,9.670781893,7.983539095,65.46442688,5.459183673,0.084679211,64.35272045,Limited Mobility
29095011501,4295,2769,1913,115027600,4.1443539,16.61214104,3.307888041,87.43028743,6.196581197,0.644552388,73.54596623,Limited Mobility
29095018101,4971,2717,1918,309402800,0.100583384,3.570114096,0.993743099,47.48625295,3.567318757,-1.468544889,23.63977486,Existing Mobility
29037060202,5132,3234,1921,189615400,0,3.401360544,8.905380334,76.00559636,2.126905353,-0.251968101,56.28517824,Limited Mobility
29165030214,2647,1593,892,91602600,0.075557235,13.87319523,3.201506591,66.19190405,1.266713582,-0.515808359,49.71857411,Existing Mobility
29095002100,4502,2805,1577,80663900,0,5.668449198,27.23707665,94.05684755,2.105263158,1.894816968,92.12007505,Extremely Limited Mobility
29095016100,1624,973,1006,47982500,3.325123153,19.7327852,10.07194245,74.14012739,9.464508095,1.411921056,87.24202627,Very Limited Mobility
29165030004,5376,3419,2125,213318100,0.074404762,5.937408599,0.438724773,65.55323591,2.929745889,-1.024090673,37.71106942,Existing Mobility
29095010702,3908,2597,1667,103863700,0.204708291,11.43627262,17.94378129,77.68744354,1.280462619,0.915890994,77.29831144,Very Limited Mobility
29095013904,7443,4582,2716,353917100,0,2.2697512,3.535573985,45.35603715,7.184863206,-1.001181943,38.2739212,Existing Mobility
29047020400,2495,1642,1265,94618500,0.120240481,17.17417783,7.30816078,79.14659326,10.82113304,1.292359542,84.80300188,Very Limited Mobility
29095013606,1654,735,703,78595100,0,3.80952381,6.12244898,31.61875946,3.08988764,-1.436506138,25.14071295,Existing Mobility
29095005200,904,702,521,20637800,6.637168142,43.5413643,4.499274311,86.13013699,0,1.517421084,88.36772983,Very Limited Mobility
29095011300,4214,2584,1895,147165200,0.450878026,12.80959752,6.114551084,84.45434298,4.078091106,0.402409312,69.60600375,Limited Mobility
29095017100,3483,2183,1675,97001000,0.20097617,22.21713239,12.45991754,82.64815804,2.278612118,1.228600516,83.11444653,Very Limited Mobility
29095013210,2929,1974,1074,82562100,0.375554797,9.169199595,10.18237082,86.10957388,9.096692112,1.110896606,80.8630394,Very Limited Mobility
29095013918,3645,1860,1334,244258000,0.24691358,1.935483871,0.698924731,40.42944785,5.342624855,-1.570052834,20.45028143,Existing Mobility
29095008000,2697,1422,1306,74791000,0.111234705,12.9395218,13.78340366,85.03562945,2.34962406,0.916716408,77.67354597,Very Limited Mobility
29047021309,5589,3304,1799,431478200,0,0,3.541162228,28.81299735,0.454988625,-2.196647899,4.87804878,Existing Mobility
29037060402,3204,1822,1183,212125300,0,0.987925357,2.524698134,43.90832328,0,-1.918048505,11.81988743,Existing Mobility
29095003800,2133,796,698,27668300,0.421940928,46.79245283,4.025157233,90.31791908,12.78688525,3.040975986,97.37335835,Extremely Limited Mobility
29095018000,3740,2573,1696,133162000,0.668449198,5.713175282,5.907500972,70.6865402,1.173913043,-0.614211843,47.09193246,Existing Mobility
29037060904,3298,2019,1286,107382000,2.698605215,8.208955224,11.44278607,81.52424942,5.588235294,0.70560666,74.48405253,Limited Mobility
29095018102,3626,1938,1108,163036000,0,4.489164087,0,37.29189789,5.61861521,-1.542781592,21.01313321,Existing Mobility
29095014009,3724,2242,1259,143609700,0,3.256021409,1.962533452,76.27029859,1.596244131,-0.911968247,41.46341463,Existing Mobility
29095008400,2596,1294,1007,280094300,0,6.723338485,0,5.775316456,0.856898029,-2.659122102,0.562851782,Existing Mobility
29095001800,2758,1998,1141,62958500,3.190717912,19.71971972,8.658658659,93.22132097,11.44781145,1.944665661,92.87054409,Extremely Limited Mobility
29047022100,5984,4050,3385,266196200,0.01671123,8.790123457,10.96296296,55.84753104,7.529187515,0.277016562,67.72983114,Limited Mobility
29037060306,7420,4191,2739,318450900,0.094339623,3.53137676,1.57480315,55.90131763,0.884754991,-1.489978608,22.70168856,Existing Mobility
29095014126,5385,2917,2049,209706900,0.055710306,4.765169695,4.045251971,58.75102712,6.024096386,-0.621728526,46.9043152,Existing Mobility
29095014121,6948,4314,2562,248414000,0,8.599907279,4.612888271,72.39488117,2.148091989,-0.434795753,51.40712946,Limited Mobility
29165030310,4275,2349,1708,345952300,0.070175439,4.086845466,0.042571307,34.6193952,0.970464135,-2.094119125,8.255159475,Existing Mobility
29095015300,3148,2003,1268,126699200,0,18.6220669,2.196704943,53.49794239,3.77562028,-0.401626165,51.96998124,Limited Mobility
29047021703,2367,1553,942,66245600,0,8.950418545,2.640051513,90.70175439,7.66192733,0.406820803,69.98123827,Limited Mobility
29095009100,3757,2373,1793,214095200,0.106467927,4.340497261,0.884955752,21.55210643,2.226027397,-2.19271575,5.065666041,Existing Mobility
29095011406,5891,3587,2123,178660300,0.05092514,15.80708113,3.484806245,85.42199488,8.252880723,0.777176202,74.85928705,Limited Mobility
29047021810,3253,2000,1209,208894000,0.184445128,2.4,0.05,49.04236796,0.482056776,-1.88743833,12.94559099,Existing Mobility
29095003400,3212,2129,1323,56992200,0.902864259,44.85674025,14.70173791,94.76678043,7.619689818,3.452798021,98.68667917,Extremely Limited Mobility
29165030003,2822,1517,871,87422400,0,10.74489123,8.899143045,62.71899089,0.667655786,-0.328610314,53.47091932,Limited Mobility
29165030207,6485,3599,2903,368912300,0,3.362045013,5.640455682,39.22635237,3.422838595,-1.286705959,29.83114447,Existing Mobility
29095015401,2625,1547,935,21686300,13.67619048,57.40142211,11.11829347,99.32829555,19.46902655,5.111878319,100,Extremely Limited Mobility
29047020202,5100,2966,2359,331027500,0.215686275,7.087411407,1.484981438,50.46210721,3.808228494,-1.143934036,32.83302064,Existing Mobility
29037060401,2433,1434,851,128264200,0,0,0.69735007,24.60383653,4.172661871,-2.169269553,5.628517824,Existing Mobility
29095016900,2370,1465,982,71878000,0.464135021,31.74061433,3.549488055,75.13030529,6.367713004,1.190282526,81.98874296,Very Limited Mobility
29095013804,3214,1702,1104,125476200,0,0,0.352526439,53.81222432,2.86259542,-1.633560088,19.32457786,Existing Mobility
29095014604,5135,3283,2657,172902500,0.05842259,9.229363387,17.54492842,79.67145791,12.04170871,1.899443696,92.30769231,Extremely Limited Mobility
29047021004,3171,2096,1276,103440100,0.094607379,13.12022901,0.763358779,72.53992787,4.652351738,-0.274177079,55.72232645,Limited Mobility
29095010204,4221,2721,2006,155447700,0.118455342,7.975009188,6.541712606,48.43554443,2.504970179,-0.836461751,42.96435272,Existing Mobility
29095013707,2579,1374,1177,97981300,2.171384257,2.806499261,3.101920236,70.37878788,3.13253012,-0.82203053,43.71482176,Existing Mobility
29095015900,1256,1153,513,43713000,40.2866242,17.75836972,5.240174672,63.34106729,6.35451505,,,Excluded
29047021314,7237,4423,2592,306039400,2.100317811,3.68852459,2.95992714,48.41206298,2.49047014,-1.377664558,27.39212008,Existing Mobility
29165030101,3816,2423,1466,231092100,0.681341719,4.044572844,2.063557573,49.43181818,1.196369637,-1.543348802,20.82551595,Existing Mobility
29095013615,1913,998,747,109761900,9.04338735,0.201005025,2.512562814,32.62032086,1.388888889,-2.090219785,8.442776735,Existing Mobility
29095015000,3649,2193,1229,128453800,0.465881063,9.302325581,2.735978112,79.23526288,4.668587896,-0.142846836,59.09943715,Limited Mobility
29095016300,2043,1204,964,61499700,0,24.91694352,20.68106312,81.57894737,8.372530574,2.678430856,96.43527205,Extremely Limited Mobility
29095013902,1814,1012,625,70717200,0.496141125,5.637982196,0.791295747,68.81134133,4.029692471,-0.820162557,43.90243902,Existing Mobility
29095007301,1551,1168,1132,107127200,0.193423598,34.87574979,6.598114824,17.46835443,0,-0.399986748,52.1575985,Limited Mobility
29095013003,5256,2833,2051,142716800,0.095129376,15.63713378,9.424638193,74.12814274,4.169769173,0.603060395,72.60787992,Limited Mobility
29047021704,3543,2175,1187,95358000,8.326277166,20.4137931,4.367816092,80.41462084,2.843601896,0.431664038,70.54409006,Limited Mobility
29095005801,2611,1192,1148,80158700,0,19.46308725,25.33557047,85.79059829,8.946322068,2.95378668,97.18574109,Extremely Limited Mobility
29095012906,4818,3242,1789,144985200,0.581154006,14.03454658,3.917334978,78.53553482,11.81525242,0.916458205,77.48592871,Very Limited Mobility
29047021701,5035,2983,1839,174706600,3.058589871,9.283551968,4.910864447,76.24246988,5.265095729,0.034433393,62.85178236,Limited Mobility
29037060500,3201,1994,1174,142799000,0.218681662,3.761283852,3.159478435,62.27651967,6.314580941,-0.638456505,46.34146341,Existing Mobility
29095008900,1851,981,783,47902900,0,29.45973496,17.02344546,96.90210657,10.96224117,3.228410718,97.93621013,Extremely Limited Mobility
29095017300,3415,2090,1585,173579300,0,6.746411483,0.28708134,45.91163027,0.90715048,-1.668405113,18.1988743,Existing Mobility
29095014004,3951,2571,1371,129840100,0.329030625,8.440295605,14.04122909,79.78772497,8.32226649,1.17914238,81.8011257,Very Limited Mobility
29095008300,2548,1380,938,199150300,0,3.695652174,2.391304348,9.637561779,2.106847254,-2.392461022,1.688555347,Existing Mobility
29095013502,6444,3914,2343,286598300,0.139664804,3.755748595,0.970873786,61.08061254,0.958052822,-1.399505787,26.45403377,Existing Mobility
29095017200,5621,3291,2126,169671200,0.302437289,7.631498936,9.425357251,88.52119959,0.920679887,0.194659473,65.47842402,Limited Mobility
29095013407,2479,1144,998,105139000,3.469140783,9.203539823,0,34.53510436,4.047384008,-1.517772927,21.76360225,Existing Mobility
29047021602,3601,2013,1393,145309600,0.194390447,4.719324391,7.103825137,66.88488816,5.754550793,-0.19045727,57.97373358,Limited Mobility
29047020201,4210,2685,2130,126380600,1.710213777,17.3556797,6.852886406,66.06434553,0,-0.144251474,58.91181989,Limited Mobility
29095008700,2804,1560,1063,54390900,7.738944365,22.53313697,18.70397644,71.52485257,3.770848441,1.674390955,90.24390244,Extremely Limited Mobility
29095010201,1899,1213,853,44354200,6.687730384,27.08142726,5.032021958,84.53276047,6.361085126,1.2967413,84.99061914,Very Limited Mobility
29095011601,2951,1744,1728,97983200,0.643849543,30.7912844,12.1559633,78.26633166,4.904051173,1.816956494,91.369606,Extremely Limited Mobility
29095017000,2040,1370,1093,78803100,0,13.28467153,10.1459854,94.31721798,4.689092762,1.076386945,80.67542214,Very Limited Mobility
29095002200,3113,1832,1321,47336500,0.706713781,42.43093923,13.25966851,94.49477352,4.163197336,2.84274058,96.81050657,Extremely Limited Mobility
29095013418,2576,1281,1201,128554000,2.678571429,5.426975259,0,50,0,-1.757286432,15.38461538,Existing Mobility
29095011408,1276,518,644,31322800,6.818181818,30.75396825,10.51587302,89.77777778,19.02439024,3.374567887,98.12382739,Extremely Limited Mobility
29095017800,3742,2947,2145,185312100,1.950828434,23.78690193,10.4173736,42.20018034,3.113772455,0.251343474,67.35459662,Limited Mobility
29095012803,2194,1283,964,58556600,0,4.754481684,5.455962588,80.85977482,7.113654947,0.139245844,64.91557223,Limited Mobility
29095015800,2192,2124,1552,167478700,7.071167883,9.9756691,3.211678832,35.19613111,1.890989989,-1.399187235,26.64165103,Existing Mobility
29037061001,4815,2885,1864,222085700,0,4.159445407,2.461005199,68.36774445,3.575418994,-0.80951199,44.09005629,Existing Mobility
29095001900,2923,1990,1242,53789100,0,34.17085427,17.78894472,94.40847557,20.08978676,4.407715393,99.81238274,Extremely Limited Mobility
29047021809,4764,3006,1568,223885900,0,3.160345975,1.729873586,55.1560648,2.234848485,-1.377461938,27.57973734,Existing Mobility
29095005601,1698,857,799,38333800,0.294464075,19.36989498,1.983663944,83.8592233,10.61452514,1.036468629,79.9249531,Very Limited Mobility
29165030700,3625,2006,1391,145411600,0,10.71784646,3.788634098,54.23452769,1.315789474,-0.912656209,41.27579737,Existing Mobility
29095015702,3728,3155,2405,226917500,0,18.3518225,3.359746434,31.36531365,1.830581479,-1.040256164,37.14821764,Existing Mobility
29095000800,3944,2497,1436,113937200,0.709939148,6.00720865,12.65518622,65.215311,5.041605482,0.249524657,67.16697936,Limited Mobility
29095005100,1682,1248,813,127148900,4.934601665,9.719934102,5.68369028,32.8313253,2.680221811,-1.174076081,32.27016886,Existing Mobility
29095001100,2099,1796,1584,115010000,0.238208671,16.14699332,1.670378619,26.54929577,1.383285303,-1.464593992,23.82739212,Existing Mobility
29095009200,2924,1748,1396,182491100,0,3.089244851,0,27.4691358,8.615384615,-1.548812264,20.63789869,Existing Mobility
29047021311,3047,2141,1004,156291500,0,0.467071462,0,46.12621857,8.700322234,-1.233159297,30.76923077,Existing Mobility
29095009800,3129,2145,1589,137760400,0.191754554,6.060606061,3.962703963,46.88607595,3.666184274,-1.082260231,34.52157598,Existing Mobility
29165030216,4937,3263,1817,195196000,0.14178651,2.451731535,17.34600061,62.32804233,0.60400151,-0.047654495,61.53846154,Limited Mobility
29095013401,2854,2009,1269,95770900,1.401541696,26.02602603,4.054054054,76.35550587,10.87919039,1.416858155,87.42964353,Very Limited Mobility
29095006700,1361,1220,810,61451900,5.143277002,22.70491803,7.459016393,44.32989691,1.924927815,-0.13302305,59.66228893,Limited Mobility
29095017700,5221,3155,1780,171951300,0,5.89540412,5.515055468,67.05101328,3.131672598,-0.527759725,49.15572233,Existing Mobility
29095006000,1400,844,538,40212000,0,23.22274882,10.30805687,89.05775076,10.39473684,2.067982321,93.80863039,Extremely Limited Mobility
29095012200,6510,3619,2614,218878200,0.092165899,12.2133186,2.51450677,72.73333333,3.096600471,-0.322264712,54.03377111,Limited Mobility
29037060004,5383,3759,2420,217911100,0,3.644586326,5.826017558,66.42795761,0.301204819,-0.920902168,40.90056285,Existing Mobility
29047020604,5498,3764,2281,170901500,0,11.39744952,8.368756642,75.34722222,1.856392294,0.08176166,64.16510319,Limited Mobility
29047021213,3633,2327,1723,123397400,0,5.801461109,6.403094113,67.04416761,1.422550053,-0.628282378,46.52908068,Existing Mobility
29095009700,1532,1126,766,43225800,0,19.89342806,6.927175844,70.11739594,3.746397695,0.4722352,70.73170732,Limited Mobility
29095006900,1652,1434,1166,169130500,2.300242131,6.241234222,4.838709677,18.68217054,2.11062591,-1.827772912,13.8836773,Existing Mobility
29037060307,4944,2775,2076,315599500,1.860841424,3.603931562,0.072806698,54.07742998,5.277044855,-1.216624158,31.14446529,Existing Mobility
29047020902,2610,1713,998,76184800,0.114942529,17.3380035,4.786923526,66.71195652,5.376344086,0.233729735,66.60412758,Limited Mobility
29047020803,2932,1875,1184,106861400,3.001364256,3.893333333,11.2,74.5631068,1.813926273,-0.092075797,60.97560976,Limited Mobility
29095000600,4938,3039,1580,98532100,0.020251114,19.11813096,4.376439618,87.6680753,3.724802805,0.626239435,73.35834897,Limited Mobility
29047021103,4334,2272,1679,209919900,0.115366867,6.514084507,2.200704225,59.63479097,2.395490841,-1.035483284,37.52345216,Existing Mobility
29047021313,8584,5061,3161,393229800,0,2.390831851,3.457814661,50.37727474,4.975825947,-1.104816585,33.77110694,Existing Mobility
29165030308,6201,4134,2685,248139000,1.273988066,2.033898305,7.578692494,53.20197044,1.176800224,-1.081138372,34.70919325,Existing Mobility
29047021104,3853,2083,1477,141432900,3.036594861,1.154401154,9.475709476,66.87274601,0,-0.754600635,45.21575985,Existing Mobility
29095011602,2314,1039,979,58002500,13.87208297,10.76769691,22.333001,71.63995068,8.551724138,1.853394519,91.74484053,Extremely Limited Mobility
29095014122,2430,1384,859,100624700,0,2.962427746,0.722543353,48.07692308,1.333333333,-1.736068158,16.32270169,Existing Mobility
29095017900,5263,3613,2652,212908800,0.07600228,6.753390534,0.02767783,57.92174471,3.958749168,-1.09508792,34.33395872,Existing Mobility
29095010203,3924,2304,1710,162948900,3.644240571,0.56892779,5.90809628,54.33472415,5.676442763,-0.822396065,43.5272045,Existing Mobility
29037060308,5528,2979,1985,195186300,2.62301013,10.94173442,4.471544715,69.85462892,6.429156429,0.048965651,63.60225141,Limited Mobility
29095005500,1272,903,449,32582600,0,32.22591362,0,93.86920981,2.802101576,0.994194016,79.17448405,Very Limited Mobility
29095005700,2506,1184,1016,61825400,0.11971269,47.80405405,18.66554054,90.99735216,12.17656012,4.324846469,99.62476548,Extremely Limited Mobility
29095988300,277,149,93,19172800,0,8.053691275,2.684563758,48.32214765,0,-1.424321456,25.89118199,Existing Mobility
29047021312,7708,4581,2514,398490800,0.038920602,0.545970736,1.354007425,44.06496298,1.302022785,-1.908114051,12.38273921,Existing Mobility
29095003700,1182,644,508,32142300,3.807106599,21.42857143,13.97515528,85.71428571,9.850107066,2.157510899,94.37148218,Extremely Limited Mobility
29095014501,3741,1989,1745,163448400,0,9.200603318,2.362996481,65.52325581,0.873839432,-0.892089396,42.02626642,Existing Mobility
29095008800,3393,1959,1424,76013700,3.330386089,35.72895277,3.285420945,88.3854499,9.373134328,1.999188388,93.43339587,Extremely Limited Mobility
29095013614,2475,1633,1103,157015300,0,0,20.75933864,35.19798869,1.437371663,-0.444360069,51.2195122,Limited Mobility
29047020802,2907,1546,1243,94519700,0.103199174,8.538163001,4.398447607,60.88,3.997194951,-0.545084212,48.7804878,Existing Mobility
29095014503,1258,512,791,38877900,10.49284579,20.35573123,1.581027668,70.98445596,1.864801865,-0.138602434,59.28705441,Limited Mobility
29047022302,5817,2943,2092,248060500,0.550111741,5.617977528,2.996254682,58.88542479,2.53789214,-1.017147415,37.89868668,Existing Mobility
29165030502,3072,1720,1247,92856300,8.138020833,8.931917552,5.2467208,69.91584853,2.274204029,-0.408487059,51.78236398,Limited Mobility
29095016802,1425,1035,733,87029700,0.842105263,5.603864734,0.676328502,19.32858596,7.22513089,-1.691792768,17.26078799,Existing Mobility
29165980000,0,0,0,0,,,,,,,,Excluded
29037061002,7189,4007,2563,272241900,0.403394074,3.194409783,4.092837534,72.35998885,3.686517144,-0.611778384,47.46716698,Existing Mobility
29047021214,1275,721,546,63287900,0,5.686546463,1.941747573,33.02611367,3.256445047,-1.650897532,18.76172608,Existing Mobility
29165030601,1873,1130,794,74733800,0,8.407079646,6.725663717,68.76876877,2.604651163,-0.301432934,54.78424015,Limited Mobility
29047021307,7861,5393,2951,386826900,1.094008396,3.0987493,6.36550308,57.23202755,4.890959136,-0.658671667,45.77861163,Existing Mobility
29095011900,3903,2454,1592,131751500,0.153727902,4.812398042,10.72593801,75.30241935,4.238754325,0.17808355,65.10318949,Limited Mobility
29095012804,5247,3394,2362,235092200,0.057175529,12.4631703,9.428403064,77.68324607,4.283604136,0.531742317,71.85741088,Limited Mobility
29047021401,4455,2889,1411,156341200,17.62065095,7.234432234,0.412087912,64.76236198,3.278688525,-0.941337486,40.71294559,Existing Mobility
29095012904,2364,1516,1002,79383200,0.126903553,7.65171504,11.14775726,75,5.754795663,0.511264042,71.48217636,Limited Mobility
29095010500,4874,2909,1768,112890100,0.287238408,14.43795119,8.765898934,90.70471249,8.713692946,1.337691256,85.74108818,Very Limited Mobility
29095016700,3069,2352,2244,129849100,0.684261975,21.21598639,6.675170068,36.35844749,5.314232902,-0.128139964,60.22514071,Limited Mobility
29095007700,1809,1096,950,40871600,4.090657822,18.35616438,26.94063927,92.30769231,8.975979772,3.193792534,97.74859287,Extremely Limited Mobility
29037060001,4854,2570,1981,293278400,0.123609394,9.377431907,5.875486381,59.83746792,4.102795311,-0.3861653,52.53283302,Limited Mobility
29095011701,2308,1494,856,56578200,1.429809359,12.98527443,21.48594378,89.348659,1.20593692,1.577813823,89.11819887,Very Limited Mobility
29095014006,6499,3533,2383,242263900,0.030773965,11.12369091,2.29266912,73.40425532,2.019906323,-0.49211447,50.28142589,Limited Mobility
29047021212,6663,3830,2571,293135100,0.390214618,5.674686192,4.994769874,50.75434102,3.152412281,-0.972239868,39.39962477,Existing Mobility
29095002000,1867,1057,738,37106000,1.981788966,13.33964049,20.34058657,89.73509934,6.297229219,2.020665896,93.62101313,Extremely Limited Mobility
29047021807,4085,2582,1480,184701800,0,1.00697134,9.914794733,56.18448637,1.090604027,-0.869393829,42.5891182,Existing Mobility
29095005300,1178,825,645,36332900,2.46179966,34.90909091,8.242424242,77.60989011,2.145922747,1.399574328,86.86679174,Very Limited Mobility
29095011200,3311,1831,1275,141743100,2.234974328,7.900677201,5.191873589,82.51833741,5.849056604,0.194710175,65.66604128,Limited Mobility
29047021003,4001,2322,1811,215261200,0.074981255,3.273040482,1.42118863,42.15591915,4.415218412,-1.488739537,22.88930582,Existing Mobility
29095014124,3181,1749,1326,116624500,0.094309965,3.373356204,11.54945683,67.82608696,0.694883133,-0.363324921,53.28330206,Limited Mobility
29095015701,1930,1768,1470,133611600,0,9.728506787,9.558823529,25.75976845,2.094554159,-1.064186488,36.02251407,Existing Mobility
29095015100,5748,3215,2133,195152800,1.165622825,7.744945568,2.923794712,85.62046319,1.104158999,-0.416656506,51.59474672,Limited Mobility
29095008600,5324,3261,2451,342195200,2.329075883,2.835130971,1.910631741,16.48953301,2.660550459,-2.260173143,3.939962477,Existing Mobility
29095014002,1772,1033,736,88667000,0,9.002904163,5.905130687,59.9394551,0.442967885,-0.770933457,44.84052533,Existing Mobility
29095010103,2408,1539,1138,92401900,0.290697674,7.927225471,0.974658869,60.78869048,2.363367799,-1.043126041,36.96060038,Existing Mobility
29095011002,2148,1345,893,43988100,2.001862197,31.75675676,4.57957958,87.29792148,14.79357798,2.423465889,95.30956848,Extremely Limited Mobility
29095014603,3914,2124,1547,144830700,0.076647931,3.907721281,2.212806026,70.76180258,3.121801433,-0.833101051,43.15196998,Existing Mobility
29047020602,4400,2918,1666,120478500,0.454545455,19.80808773,6.991089788,85.34258456,7.030936119,1.169233362,81.61350844,Very Limited Mobility
29047021001,3861,2319,1780,124971600,0,18.5424752,5.088400172,79.10377358,2.903600465,0.37005723,69.23076923,Limited Mobility
29095019302,3311,1905,1270,163386900,0.090607067,3.937007874,3.149606299,53.46598203,4.04432133,-1.070097735,35.45966229,Existing Mobility
29047021900,6710,4340,2406,334978800,0,4.447004608,0.921658986,66.15384615,0.516164086,-1.290576443,29.45590994,Existing Mobility
29095013613,2429,533,1453,123429300,0.205846027,7.317073171,24.20262664,79.62577963,0,1.159970531,81.42589118,Very Limited Mobility
29095013708,3018,1844,1164,150005800,1.590457256,2.575342466,5.369863014,38.81748072,2.328288708,-1.472373265,23.26454034,Existing Mobility
29095006500,1639,1302,850,76574800,0.305064063,16.43625192,5.760368664,24.75442043,2.987551867,-0.973615249,39.2120075,Existing Mobility
29165030208,3597,1899,1360,272322600,0.139004726,2.843601896,0.421274355,32.94117647,0.867346939,-2.177516063,5.253283302,Existing Mobility
29095013417,2698,1905,1338,85800000,16.82727947,20.36914964,21.81938036,61.50121065,0.805369128,1.291867539,84.61538462,Very Limited Mobility
29095016000,1834,1069,603,62583100,4.634678299,30.30869972,11.31898971,89.41565601,1.64556962,1.655588643,89.86866792,Very Limited Mobility
29095014902,2041,1109,888,81180500,0,9.467989179,5.500450857,85.11530398,1.302083333,-0.092925661,60.7879925,Limited Mobility
29037061300,6906,3975,3147,243239600,2.200984651,13.52313167,8.032536858,78.55771867,8.324235808,0.895603423,76.92307692,Very Limited Mobility
29095005400,540,288,342,10912600,2.777777778,49.12280702,5.964912281,87.86764706,3.092783505,2.29495979,94.93433396,Extremely Limited Mobility
29047020300,6862,4747,2839,251458000,9.151850772,9.565428502,7.064821559,74.66456196,5.322705066,0.205162845,66.0412758,Limited Mobility
29095009600,1474,881,626,34223600,0,16.23155505,9.53461975,88.76712329,18.64661654,2.457430892,95.684803,Extremely Limited Mobility
29095010600,2720,1670,1067,101919900,0,2.634730539,14.43113772,82.71276596,1.374819103,0.27322742,67.54221388,Limited Mobility
29165030501,3515,2069,1323,135516700,0,5.944900918,11.84146931,66.37931034,3.504928806,0.047808694,63.41463415,Limited Mobility
29165030102,5119,3460,2004,294135900,0.89861301,4.942196532,6.12716763,37.44177714,1.088483146,-1.439213629,24.76547842,Existing Mobility
29095011800,4933,3239,2351,124206000,0.22298804,21.14850262,7.255325718,91.28256513,5.894736842,1.290398463,84.42776735,Very Limited Mobility
29095010001,1628,871,825,89011400,2.641277641,1.262916188,4.936854191,51.41388175,0.387096774,-1.474752102,23.07692308,Existing Mobility
